@relation MouseFeatures


@attribute Type {Left, Right, Double}
@attribute length real
@attribute speed real
@attribute accel real
@attribute jerk real
@attribute int1Len real
@attribute int2Len real
@attribute int3Len real
@attribute File {53,54,55,1,3,4,2,5,7,10,12,13,15,16,17,18,19,20,21,22,23,24,25,27,29,30,31,32,37,38,40,41,42,43,44,48,49,51,9,}
@data 
Left,78,0.1822135571,0.0001005594,0.0000000555,?,?,?,1
Double,344,0.0794239988,0.0000498268,0.0000000313,62,219,63,1
Left,63,0.0204075799,0.0000119833,0.0000000070,?,?,?,1
Left,62,0.2318346458,0.0001257238,0.0000000682,?,?,?,1
Left,78,0.0942115446,0.0000524271,0.0000000292,?,?,?,1
Left,63,0.0491320309,0.0000266587,0.0000000145,?,?,?,1
Left,62,0.4772181950,0.0002936727,0.0000001807,?,?,?,1
Right,110,0.4399982125,0.0005751611,0.0000007518,?,?,?,1
Left,63,0.0947078549,0.0002753135,0.0000008003,?,?,?,1
Left,63,0.6192229773,0.0005283473,0.0000004508,?,?,?,1
Left,94,0.6957462820,0.0006454047,0.0000005987,?,?,?,1
Left,63,0.9248412005,0.0012600016,0.0000017166,?,?,?,1
Left,62,0.5891301910,0.0005307479,0.0000004782,?,?,?,1
Left,62,1.0161010761,0.0013010257,0.0000016658,?,?,?,1
Left,62,0.0464893292,0.0000362631,0.0000000283,?,?,?,1
Left,78,0.2731152205,0.0003884996,0.0000005526,?,?,?,1
Left,94,0.5838739569,0.0003700088,0.0000002345,?,?,?,1
Left,78,0.1601876582,0.0002626027,0.0000004305,?,?,?,1
Left,94,0.7482765760,0.0009977021,0.0000013303,?,?,?,1
Left,62,0.2126007379,0.0001767255,0.0000001469,?,?,?,1
Left,63,0.4132603672,0.0002815125,0.0000001918,?,?,?,1
Double,500,0.0254341757,0.0000182848,0.0000000131,78,344,78,1
Left,94,0.0176627955,0.0000057087,0.0000000018,?,?,?,1
Left,78,0.0104025081,0.0000105717,0.0000000107,?,?,?,1
Left,46,0.6664531972,0.0007749456,0.0000009011,?,?,?,1
Left,79,0.6764480504,0.0006275028,0.0000005821,?,?,?,1
Left,78,0.9895399122,0.0014725296,0.0000021913,?,?,?,1
Left,93,0.5525423950,0.0009058072,0.0000014849,?,?,?,1
Double,469,0.4481072853,0.0004410505,0.0000004341,63,328,78,1
Left,78,0.4550216641,0.0001842939,0.0000000746,?,?,?,1
Left,62,0.4166521558,0.0006200181,0.0000009226,?,?,?,1
Left,78,0.4531318394,0.0005178650,0.0000005918,?,?,?,1
Left,94,0.6925246921,0.0007643760,0.0000008437,?,?,?,1
Left,63,0.2107198093,0.0000717466,0.0000000244,?,?,?,1
Left,78,0.0578419509,0.0000123806,0.0000000026,?,?,?,1
Left,78,0.1510050750,0.0000236871,0.0000000037,?,?,?,1
Right,125,0.3761529973,0.0002765831,0.0000002034,?,?,?,1
Left,94,0.0847346306,0.0001939008,0.0000004437,?,?,?,1
Left,93,0.7417434042,0.0009123535,0.0000011222,?,?,?,1
Left,78,1.0042534952,0.0014944248,0.0000022238,?,?,?,1
Left,63,0.6880136920,0.0006992009,0.0000007106,?,?,?,1
Left,62,0.5835540217,0.0003849301,0.0000002539,?,?,?,1
Left,78,0.2603360652,0.0001173213,0.0000000529,?,?,?,1
Right,94,0.4347976613,0.0003920628,0.0000003535,?,?,?,1
Left,79,0.1268299056,0.0003866765,0.0000011789,?,?,?,1
Left,47,0.8597994676,0.0011697952,0.0000015916,?,?,?,1
Left,93,0.5678152778,0.0003905194,0.0000002686,?,?,?,1
Left,47,0.7620687047,0.0009029250,0.0000010698,?,?,?,1
Left,63,0.8417756273,0.0014978214,0.0000026652,?,?,?,1
Left,78,0.3520809331,0.0003633446,0.0000003750,?,?,?,1
Left,47,0.0599732890,0.0000431152,0.0000000310,?,?,?,1
Left,62,0.2350288323,0.0000928601,0.0000000367,?,?,?,1
Left,94,0.0407733089,0.0000253408,0.0000000157,?,?,?,1
Left,78,0.0714382973,0.0001171120,0.0000001920,?,?,?,1
Double,484,0.2746168828,0.0001775158,0.0000001147,78,343,63,1
Left,62,0.0234291138,0.0000026351,0.0000000003,?,?,?,1
Double,562,0.1211624938,0.0000651762,0.0000000351,62,438,62,1
Left,78,0.5507544030,0.0002553335,0.0000001184,?,?,?,1
Left,78,0.0267033930,0.0000055138,0.0000000011,?,?,?,1
Double,360,0.2695208316,0.0000558245,0.0000000116,94,188,78,1
Right,109,0.3697594345,0.0003582940,0.0000003472,?,?,?,1
Left,78,0.0624283370,0.0002101964,0.0000007077,?,?,?,1
Double,328,0.8782175874,0.0011244783,0.0000014398,47,187,94,1
Left,62,0.6194012571,0.0004504736,0.0000003276,?,?,?,1
Left,94,0.8785151856,0.0009859879,0.0000011066,?,?,?,1
Left,94,0.5674069324,0.0004429406,0.0000003458,?,?,?,1
Left,78,0.2272262525,0.0001243032,0.0000000680,?,?,?,1
Double,562,0.8207861634,0.0011415663,0.0000015877,47,437,78,1
Left,63,0.0252768431,0.0000127403,0.0000000064,?,?,?,1
Left,62,0.1537280733,0.0000195583,0.0000000025,?,?,?,1
Left,78,0.0287554480,0.0000068416,0.0000000016,?,?,?,1
Left,78,0.1554307795,0.0001484535,0.0000001418,?,?,?,1
Left,62,0.0612301377,0.0000163280,0.0000000044,?,?,?,1
Left,47,0.0405781309,0.0000305558,0.0000000230,?,?,?,1
Left,62,0.1285962801,0.0000170033,0.0000000022,?,?,?,1
Left,78,0.3188399565,0.0000857327,0.0000000231,?,?,?,1
Left,94,0.3602900124,0.0001635452,0.0000000742,?,?,?,1
Left,94,0.2957727032,0.0001391872,0.0000000655,?,?,?,1
Left,78,0.2996751055,0.0001997834,0.0000001332,?,?,?,1
Left,62,0.0652663344,0.0000045011,0.0000000003,?,?,?,1
Left,94,0.2577285362,0.0000200427,0.0000000016,?,?,?,1
Left,78,0.4497456008,0.0001663876,0.0000000616,?,?,?,1
Left,78,0.0266303149,0.0000200529,0.0000000151,?,?,?,1
Left,94,0.0707013626,0.0000655857,0.0000000608,?,?,?,1
Double,344,0.2582389280,0.0002582389,0.0000002582,63,219,62,1
Left,79,0.0578441230,0.0000514170,0.0000000457,?,?,?,1
Left,62,0.1876817665,0.0000811421,0.0000000351,?,?,?,1
Double,563,0.0317690259,0.0000017978,0.0000000001,63,422,78,1
Left,63,0.3951393707,0.0001887909,0.0000000902,?,?,?,1
Left,78,0.2371431866,0.0000794450,0.0000000266,?,?,?,1
Left,78,0.0904487534,0.0000435268,0.0000000209,?,?,?,1
Left,78,0.0537488299,0.0000315613,0.0000000185,?,?,?,1
Left,63,0.0481583560,0.0000248623,0.0000000128,?,?,?,1
Left,78,0.0650128073,0.0000134630,0.0000000028,?,?,?,1
Left,62,0.2832850858,0.0000691952,0.0000000169,?,?,?,1
Double,516,0.3552626842,0.0002953140,0.0000002455,78,360,78,1
Right,109,0.2402150000,0.0001584532,0.0000001045,?,?,?,1
Left,63,0.0617700652,0.0001099111,0.0000001956,?,?,?,1
Left,63,0.5686942916,0.0004384690,0.0000003381,?,?,?,1
Left,93,0.9750807162,0.0011993613,0.0000014752,?,?,?,1
Left,79,0.4189836562,0.0001730622,0.0000000715,?,?,?,1
Left,94,0.8168418321,0.0006700917,0.0000005497,?,?,?,1
Left,63,0.3359144284,0.0002866164,0.0000002446,?,?,?,1
Left,78,0.4693864586,0.0005889416,0.0000007389,?,?,?,1
Double,438,0.0215220333,0.0000148121,0.0000000102,94,265,79,1
Double,547,0.0130999045,0.0000054087,0.0000000022,109,360,78,1
Left,62,0.0289368865,0.0000111553,0.0000000043,?,?,?,1
Double,484,0.0810634448,0.0001080846,0.0000001441,93,313,78,1
Left,78,0.0785608723,0.0000308445,0.0000000121,?,?,?,1
Left,62,0.1903169301,0.0002298514,0.0000002776,?,?,?,1
Left,78,0.2366945101,0.0003155927,0.0000004208,?,?,?,1
Left,47,0.1460225989,0.0001154329,0.0000000913,?,?,?,1
Left,63,0.1258759017,0.0000402803,0.0000000129,?,?,?,1
Left,78,0.1568183305,0.0000206503,0.0000000027,?,?,?,1
Left,78,0.0339767654,0.0000055328,0.0000000009,?,?,?,1
Left,62,0.9192525507,0.0012506837,0.0000017016,?,?,?,1
Left,94,0.1147102712,0.0000520700,0.0000000236,?,?,?,1
Left,62,0.2474235074,0.0001884414,0.0000001435,?,?,?,1
Double,531,0.6183503060,0.0010409938,0.0000017525,78,359,94,1
Left,94,0.4675806718,0.0001617926,0.0000000560,?,?,?,1
Left,78,0.9493588259,0.0012916447,0.0000017573,?,?,?,1
Left,62,0.7499354811,0.0007162708,0.0000006841,?,?,?,1
Left,78,0.2902337571,0.0001198323,0.0000000495,?,?,?,1
Left,62,0.4527753755,0.0004672604,0.0000004822,?,?,?,1
Left,78,0.1687195532,0.0000339544,0.0000000068,?,?,?,1
Right,109,0.3206165544,0.0003872181,0.0000004677,?,?,?,1
Left,63,0.0576641601,0.0001606244,0.0000004474,?,?,?,1
Left,78,0.5769127999,0.0005590240,0.0000005417,?,?,?,1
Left,62,0.7512899571,0.0008009488,0.0000008539,?,?,?,1
Left,78,1.0025715215,0.0010346455,0.0000010677,?,?,?,1
Left,78,0.0212627127,0.0000015170,0.0000000001,?,?,?,1
Left,63,0.9649167300,0.0016694061,0.0000028882,?,?,?,1
Left,94,0.0569725212,0.0000414346,0.0000000301,?,?,?,1
Left,62,0.0516247606,0.0000292326,0.0000000166,?,?,?,1
Left,78,0.2161666737,0.0000388649,0.0000000070,?,?,?,1
Double,516,0.1465174048,0.0001250149,0.0000001067,78,360,78,1
Left,78,0.2374738257,0.0003230936,0.0000004396,?,?,?,1
Left,63,0.4614691867,0.0002954348,0.0000001891,?,?,?,1
Left,63,0.0180510865,0.0000011293,0.0000000001,?,?,?,1
Left,78,0.3777859420,0.0001860098,0.0000000916,?,?,?,1
Left,78,0.1963394822,0.0000997153,0.0000000506,?,?,?,1
Left,94,0.1490176520,0.0000794761,0.0000000424,?,?,?,1
Left,94,0.1091621549,0.0000647079,0.0000000384,?,?,?,1
Left,63,0.1633757841,0.0000342794,0.0000000072,?,?,?,1
Left,47,0.0733231471,0.0000094806,0.0000000012,?,?,?,1
Left,78,0.5606147356,0.0001830280,0.0000000598,?,?,?,1
Left,94,0.0180473604,0.0000015060,0.0000000001,?,?,?,1
Left,63,0.9911132367,0.0004014229,0.0000001626,?,?,?,1
Left,78,0.3699080250,0.0000546716,0.0000000081,?,?,?,1
Double,532,0.1974333499,0.0000407667,0.0000000084,94,344,94,1
Left,94,0.7204036285,0.0003602018,0.0000001801,?,?,?,1
Left,78,0.2253898881,0.0000414472,0.0000000076,?,?,?,1
Left,94,0.1153421634,0.0000636546,0.0000000351,?,?,?,1
Left,62,0.5860735728,0.0004309365,0.0000003169,?,?,?,1
Left,78,0.8907769912,0.0010554230,0.0000012505,?,?,?,1
Left,78,0.1953136463,0.0000446431,0.0000000102,?,?,?,1
Left,78,0.5922342173,0.0002243311,0.0000000850,?,?,?,1
Left,78,0.4125823374,0.0001500299,0.0000000546,?,?,?,1
Left,79,0.0214319089,0.0000015326,0.0000000001,?,?,?,1
Left,78,0.7167764214,0.0006642970,0.0000006157,?,?,?,1
Left,94,0.7031150914,0.0009792689,0.0000013639,?,?,?,1
Left,78,0.8129591627,0.0013327199,0.0000021848,?,?,?,1
Left,62,0.4164917029,0.0005225743,0.0000006557,?,?,?,1
Left,78,0.3267835775,0.0003267836,0.0000003268,?,?,?,1
Double,563,0.1072714205,0.0000411159,0.0000000158,78,407,78,1
Left,62,0.0324820858,0.0000218735,0.0000000147,?,?,?,1
Left,62,0.0534527136,0.0000203629,0.0000000078,?,?,?,1
Left,78,0.2347602580,0.0001927424,0.0000001582,?,?,?,1
Double,547,0.1611427402,0.0001539090,0.0000001470,63,406,78,1
Left,78,0.1942410277,0.0001195329,0.0000000736,?,?,?,1
Left,78,0.1578822969,0.0001403398,0.0000001247,?,?,?,1
Left,62,0.2616185269,0.0000239534,0.0000000022,?,?,?,1
Left,47,0.1471485600,0.0000247850,0.0000000042,?,?,?,1
Left,78,0.2773684871,0.0000587770,0.0000000125,?,?,?,1
Left,62,0.5251616621,0.0004800381,0.0000004388,?,?,?,1
Right,93,0.4142499193,0.0005523332,0.0000007364,?,?,?,1
Left,78,0.1056071207,0.0003078925,0.0000008976,?,?,?,1
Left,63,0.7109467343,0.0006498599,0.0000005940,?,?,?,1
Left,78,0.8634039908,0.0010242040,0.0000012150,?,?,?,1
Left,62,0.9718870306,0.0012428223,0.0000015893,?,?,?,1
Left,63,0.2492102121,0.0000656507,0.0000000173,?,?,?,1
Left,62,0.1243249698,0.0000107669,0.0000000009,?,?,?,1
Left,78,1.0687180118,0.0015556303,0.0000022644,?,?,?,1
Left,78,0.4648274154,0.0004073860,0.0000003570,?,?,?,1
Left,94,0.9520125919,0.0011724293,0.0000014439,?,?,?,1
Left,63,0.4834856464,0.0003125311,0.0000002020,?,?,?,1
Double,468,0.0222479669,0.0000263602,0.0000000312,47,343,78,1
Left,78,0.0653177457,0.0000284361,0.0000000124,?,?,?,1
Left,78,0.1587992928,0.0001955656,0.0000002408,?,?,?,1
Left,78,0.1643633049,0.0002505538,0.0000003819,?,?,?,1
Left,78,0.1723964231,0.0002565423,0.0000003818,?,?,?,1
Left,63,0.5305879947,0.0006063863,0.0000006930,?,?,?,1
Left,63,0.0938379813,0.0000083412,0.0000000007,?,?,?,1
Double,421,0.2351800981,0.0001904292,0.0000001542,93,266,62,1
Double,344,0.0448520536,0.0000611063,0.0000000833,78,188,78,1
Left,63,0.0889087126,0.0000115661,0.0000000015,?,?,?,1
Left,47,0.9140800956,0.0014625282,0.0000023400,?,?,?,1
Left,47,0.2385701659,0.0001413330,0.0000000837,?,?,?,1
Left,63,0.6596597654,0.0002574784,0.0000001005,?,?,?,1
Left,78,1.0362818633,0.0012049789,0.0000014011,?,?,?,1
Left,63,0.2348772814,0.0000189800,0.0000000015,?,?,?,1
Left,94,0.0406376736,0.0000123257,0.0000000037,?,?,?,1
Left,78,0.0967345630,0.0000465518,0.0000000224,?,?,?,1
Left,47,0.0285484144,0.0000137384,0.0000000066,?,?,?,1
Left,79,0.1989546129,0.0001415040,0.0000001006,?,?,?,1
Left,78,0.0548423528,0.0000053183,0.0000000005,?,?,?,1
Left,93,0.2086837626,0.0000354242,0.0000000060,?,?,?,1
Left,93,0.1208411047,0.0000163144,0.0000000022,?,?,?,1
Left,78,0.0511836725,0.0000390119,0.0000000297,?,?,?,1
Left,94,0.3101370625,0.0000968271,0.0000000302,?,?,?,1
Left,79,0.0597852428,0.0000524432,0.0000000460,?,?,?,1
Double,485,0.1394543641,0.0002075214,0.0000003088,63,359,63,1
Left,63,0.2564654874,0.0001977375,0.0000001525,?,?,?,1
Left,78,0.3927305864,0.0002512672,0.0000001608,?,?,?,1
Left,93,0.1997222218,0.0001638410,0.0000001344,?,?,?,1
Left,47,0.2465984910,0.0000835078,0.0000000283,?,?,?,1
Double,578,0.6577951275,0.0003758829,0.0000002148,109,391,78,1
Left,94,0.4410029031,0.0001832930,0.0000000762,?,?,?,1
Left,78,0.0487649088,0.0000108366,0.0000000024,?,?,?,1
Left,79,0.2485296516,0.0000859964,0.0000000298,?,?,?,1
Left,94,0.1705148544,0.0000450978,0.0000000119,?,?,?,1
Left,78,0.3579384850,0.0001397106,0.0000000545,?,?,?,1
Left,94,0.0475816957,0.0000044586,0.0000000004,?,?,?,1
Right,110,0.4393238297,0.0005742795,0.0000007507,?,?,?,1
Left,78,0.0785271862,0.0002282767,0.0000006636,?,?,?,1
Left,78,0.3175311625,0.0001188365,0.0000000445,?,?,?,1
Left,78,0.6289281801,0.0005227998,0.0000004346,?,?,?,1
Left,94,1.0054343701,0.0007752000,0.0000005977,?,?,?,1
Left,93,0.4643157917,0.0002629195,0.0000001489,?,?,?,1
Left,78,0.3910150534,0.0004468743,0.0000005107,?,?,?,1
Left,79,0.3874327343,0.0001851088,0.0000000884,?,?,?,1
Left,79,0.4995569069,0.0004995569,0.0000004996,?,?,?,1
Double,344,0.0088684898,0.0000064498,0.0000000047,63,203,78,1
Double,391,0.0180742036,0.0000125690,0.0000000087,62,266,63,1
Left,62,0.0430474553,0.0000181252,0.0000000076,?,?,?,1
Left,78,0.1218482467,0.0001471597,0.0000001777,?,?,?,1
Left,62,0.1417518743,0.0001295721,0.0000001184,?,?,?,1
Left,78,0.1461048501,0.0001799321,0.0000002216,?,?,?,1
Left,63,0.0622582560,0.0000468812,0.0000000353,?,?,?,1
Double,437,0.0244896610,0.0000170304,0.0000000118,94,250,93,1
Double,454,0.0276733055,0.0000260577,0.0000000245,63,328,63,1
Double,391,0.0308370693,0.0000171603,0.0000000095,78,235,78,1
Left,78,0.0114565253,0.0000006594,0.0000000000,?,?,?,1
Double,297,0.2650809497,0.0000549049,0.0000000114,78,141,78,1
Left,63,0.1786908883,0.0000472602,0.0000000125,?,?,?,1
Left,63,0.3247928024,0.0002235326,0.0000001538,?,?,?,1
Left,94,0.2478753943,0.0000462454,0.0000000086,?,?,?,1
Left,78,0.1127498377,0.0002883628,0.0000007375,?,?,?,1
Left,93,0.5708702873,0.0004151784,0.0000003019,?,?,?,1
Left,93,0.9151690042,0.0010459074,0.0000011953,?,?,?,1
Left,78,0.6348450857,0.0005491739,0.0000004751,?,?,?,1
Left,78,0.9886494164,0.0013750340,0.0000019124,?,?,?,1
Left,63,0.3160047248,0.0002594456,0.0000002130,?,?,?,1
Left,78,0.0516630708,0.0000486012,0.0000000457,?,?,?,1
Left,63,0.3593028765,0.0000912631,0.0000000232,?,?,?,1
Double,422,0.9872024563,0.0011479098,0.0000013348,78,281,63,1
Double,391,0.2341553502,0.0002883687,0.0000003551,78,266,47,1
Left,63,0.1550751374,0.0000065510,0.0000000003,?,?,?,1
Left,79,0.5486347231,0.0002601397,0.0000001233,?,?,?,1
Left,78,0.1034226863,0.0000546921,0.0000000289,?,?,?,1
Left,94,0.1655258228,0.0000290243,0.0000000051,?,?,?,1
Right,125,0.4193494582,0.0004400309,0.0000004617,?,?,?,1
Double,375,0.1015639230,0.0001856744,0.0000003394,78,219,78,1
Right,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,1
Left,94,0.0808564693,0.0002156173,0.0000005750,?,?,?,1
Double,360,0.4209059417,0.0002264152,0.0000001218,110,187,63,1
Left,93,0.5808486270,0.0004128277,0.0000002934,?,?,?,1
Left,63,0.7682906150,0.0007936887,0.0000008199,?,?,?,1
Left,62,0.5647559267,0.0002053658,0.0000000747,?,?,?,1
Left,79,0.0236756327,0.0000352841,0.0000000526,?,?,?,1
Left,63,0.3747255454,0.0003688244,0.0000003630,?,?,?,1
Left,79,0.2788896810,0.0003799587,0.0000005177,?,?,?,1
Left,63,0.4021613240,0.0001578961,0.0000000620,?,?,?,1
Left,78,0.0568446188,0.0000107967,0.0000000021,?,?,?,1
Left,63,0.2636414826,0.0001188109,0.0000000535,?,?,?,1
Right,94,0.5207125108,0.0007748698,0.0000011531,?,?,?,1
Left,47,0.0926167689,0.0002579854,0.0000007186,?,?,?,1
Left,78,0.7868673872,0.0008992770,0.0000010277,?,?,?,1
Left,78,1.0903487146,0.0017445579,0.0000027913,?,?,?,1
Left,63,0.9033842460,0.0002834591,0.0000000889,?,?,?,1
Left,94,1.0084464228,0.0014025680,0.0000019507,?,?,?,1
Left,78,0.5087595923,0.0004458892,0.0000003908,?,?,?,1
Double,297,0.0298249554,0.0000078881,0.0000000021,62,172,63,1
Left,63,0.0209952606,0.0000407675,0.0000000792,?,?,?,1
Double,375,0.0228181575,0.0000297887,0.0000000389,47,250,78,1
Double,453,0.0139201583,0.0000057856,0.0000000024,94,281,78,1
Left,78,0.0958612872,0.0000639075,0.0000000426,?,?,?,1
Left,93,0.1776666026,0.0002912567,0.0000004775,?,?,?,1
Left,78,0.1272453003,0.0001696604,0.0000002262,?,?,?,1
Double,422,0.1557722121,0.0001780254,0.0000002035,62,313,47,1
Left,78,0.1110623921,0.0001165398,0.0000001223,?,?,?,1
Left,79,0.1797859217,0.0001577069,0.0000001383,?,?,?,1
Left,78,0.0973527151,0.0000808577,0.0000000672,?,?,?,1
Double,390,0.1609787853,0.0000585377,0.0000000213,62,250,78,1
Left,93,0.0240000000,0.0000384000,0.0000000614,?,?,?,1
Double,375,0.0502401639,0.0000847220,0.0000001429,47,250,78,1
Double,328,0.0142304089,0.0000072272,0.0000000037,63,203,62,1
Left,78,0.0347940103,0.0000056520,0.0000000009,?,?,?,1
Left,63,0.6096554150,0.0000537425,0.0000000047,?,?,?,1
Left,62,1.0905868670,0.0012240032,0.0000013737,?,?,?,1
Left,78,0.7821573478,0.0008778421,0.0000009852,?,?,?,3
Left,94,0.0145277390,0.0000009124,0.0000000001,?,?,?,3
Left,109,0.6259925162,0.0004452294,0.0000003167,?,?,?,3
Left,78,0.2815937906,0.0000665077,0.0000000157,?,?,?,3
Left,94,0.4866276091,0.0005021957,0.0000005183,?,?,?,3
Left,93,0.2675119727,0.0001541856,0.0000000889,?,?,?,3
Left,110,0.3673324185,0.0001250706,0.0000000426,?,?,?,3
Left,78,0.1712805215,0.0000320510,0.0000000060,?,?,?,3
Left,79,0.0713479128,0.0000084726,0.0000000010,?,?,?,3
Left,94,0.2016830813,0.0000164010,0.0000000013,?,?,?,3
Left,109,0.0629928088,0.0000018079,0.0000000001,?,?,?,3
Left,78,0.1911954915,0.0000650989,0.0000000222,?,?,?,3
Left,78,0.2168590820,0.0000742160,0.0000000254,?,?,?,3
Left,78,0.0454296253,0.0000029851,0.0000000002,?,?,?,3
Left,78,0.2838784799,0.0001121606,0.0000000443,?,?,?,3
Left,78,0.0000000000,0.0000000000,0.0000000000,?,?,?,3
Left,94,0.0910404412,0.0001142289,0.0000001433,?,?,?,3
Left,94,0.0487528240,0.0000761763,0.0000001190,?,?,?,3
Left,78,0.2287974231,0.0003482457,0.0000005301,?,?,?,3
Left,94,0.0274836545,0.0000014335,0.0000000001,?,?,?,3
Left,78,0.0904097192,0.0000165313,0.0000000030,?,?,?,3
Left,79,0.1142863880,0.0000200961,0.0000000035,?,?,?,3
Left,78,0.2881894168,0.0000695942,0.0000000168,?,?,?,3
Left,78,0.6035367603,0.0001238024,0.0000000254,?,?,?,3
Left,78,0.1701016174,0.0001027184,0.0000000620,?,?,?,3
Left,93,0.1179362871,0.0001640282,0.0000002281,?,?,?,3
Left,94,0.0566454335,0.0000048082,0.0000000004,?,?,?,3
Left,78,0.1268033823,0.0000731277,0.0000000422,?,?,?,3
Left,93,0.0091260854,0.0000007114,0.0000000001,?,?,?,3
Left,78,0.3959626379,0.0002203465,0.0000001226,?,?,?,3
Double,531,0.1603315150,0.0001207316,0.0000000909,94,375,62,3
Left,78,0.0577787980,0.0000393321,0.0000000268,?,?,?,3
Left,94,0.8089859536,0.0010561174,0.0000013787,?,?,?,3
Left,94,0.6054186250,0.0004667838,0.0000003599,?,?,?,3
Left,93,0.2575892736,0.0001811458,0.0000001274,?,?,?,3
Left,94,0.1239707203,0.0000077559,0.0000000005,?,?,?,3
Left,78,0.2713421265,0.0000611406,0.0000000138,?,?,?,3
Left,78,0.2093332791,0.0000047814,0.0000000001,?,?,?,3
Left,93,0.3026600690,0.0000768563,0.0000000195,?,?,?,3
Left,79,0.1348270961,0.0000237079,0.0000000042,?,?,?,3
Left,79,0.3031592782,0.0000866169,0.0000000247,?,?,?,3
Left,78,0.3949499378,0.0003827034,0.0000003708,?,?,?,3
Left,78,0.3879806688,0.0002821678,0.0000002052,?,?,?,3
Left,78,0.1354591400,0.0000510012,0.0000000192,?,?,?,3
Left,78,0.5080531309,0.0000742334,0.0000000108,?,?,?,3
Left,110,0.0109801175,0.0000004584,0.0000000000,?,?,?,3
Left,94,0.2848776042,0.0000477262,0.0000000080,?,?,?,3
Left,109,0.1734453460,0.0000634169,0.0000000232,?,?,?,3
Left,110,0.6864146592,0.0003724442,0.0000002021,?,?,?,3
Left,109,0.0104004704,0.0000018038,0.0000000003,?,?,?,3
Left,110,0.1527149062,0.0000187242,0.0000000023,?,?,?,3
Left,109,0.1306527379,0.0000390708,0.0000000117,?,?,?,3
Left,110,0.0458182739,0.0000056503,0.0000000007,?,?,?,3
Left,110,0.1616880973,0.0000205318,0.0000000026,?,?,?,3
Left,78,0.1461497521,0.0000343882,0.0000000081,?,?,?,3
Left,94,0.1470741638,0.0000718486,0.0000000351,?,?,?,3
Right,109,0.1276681921,0.0000131359,0.0000000014,?,?,?,3
Left,78,0.1158130650,0.0002244439,0.0000004350,?,?,?,3
Left,94,0.0732070719,0.0000756271,0.0000000781,?,?,?,3
Double,500,0.4881609581,0.0008218198,0.0000013835,94,312,94,3
Left,109,0.1290155374,0.0000207454,0.0000000033,?,?,?,3
Left,78,0.1794382536,0.0000312067,0.0000000054,?,?,?,3
Left,79,0.1226902740,0.0000071191,0.0000000004,?,?,?,3
Left,94,0.2137853837,0.0000834122,0.0000000325,?,?,?,3
Left,93,0.0468207426,0.0000051485,0.0000000006,?,?,?,3
Left,78,0.1314135741,0.0000429176,0.0000000140,?,?,?,3
Left,94,0.1516657131,0.0000502870,0.0000000167,?,?,?,3
Left,94,0.2387068365,0.0001483573,0.0000000922,?,?,?,3
Left,93,0.2791170719,0.0003245547,0.0000003774,?,?,?,3
Left,94,0.1024886153,0.0000580672,0.0000000329,?,?,?,3
Left,93,0.0614924546,0.0000077320,0.0000000010,?,?,?,3
Left,93,0.0620283423,0.0000057038,0.0000000005,?,?,?,3
Left,94,0.0691896400,0.0000073802,0.0000000008,?,?,?,3
Left,93,0.1529822349,0.0000212357,0.0000000029,?,?,?,3
Left,93,0.0994330238,0.0000097302,0.0000000010,?,?,?,3
Left,94,0.4954997396,0.0003963998,0.0000003171,?,?,?,3
Left,109,0.0915745367,0.0000837062,0.0000000765,?,?,?,3
Left,93,0.0517180083,0.0000030338,0.0000000002,?,?,?,3
Left,79,0.9966563469,0.0008182729,0.0000006718,?,?,?,3
Left,94,0.0303478119,0.0000024038,0.0000000002,?,?,?,3
Left,109,0.2723668080,0.0002234346,0.0000001833,?,?,?,3
Left,94,0.1833496997,0.0000453163,0.0000000112,?,?,?,3
Left,109,0.0462239409,0.0000037024,0.0000000003,?,?,?,3
Left,110,0.0398054552,0.0000041024,0.0000000004,?,?,?,3
Left,78,0.1265185068,0.0000109417,0.0000000009,?,?,?,3
Left,109,0.1212783955,0.0000151013,0.0000000019,?,?,?,3
Left,109,0.2001164572,0.0000293082,0.0000000043,?,?,?,3
Left,94,0.3376707290,0.0001181080,0.0000000413,?,?,?,3
Left,93,0.4886393035,0.0008010480,0.0000013132,?,?,?,3
Left,94,0.2661648697,0.0004488446,0.0000007569,?,?,?,3
Left,110,0.1134135710,0.0000295117,0.0000000077,?,?,?,3
Left,78,0.0727860475,0.0000057016,0.0000000004,?,?,?,3
Left,63,0.1496821021,0.0000233659,0.0000000036,?,?,?,3
Left,63,0.2278692342,0.0000665895,0.0000000195,?,?,?,3
Left,93,0.0351418257,0.0000035472,0.0000000004,?,?,?,3
Left,94,0.3358848971,0.0000556931,0.0000000092,?,?,?,3
Left,78,0.2044434952,0.0000373822,0.0000000068,?,?,?,3
Left,79,0.0873864991,0.0000115805,0.0000000015,?,?,?,3
Left,78,0.0419534440,0.0000046698,0.0000000005,?,?,?,3
